borranhállu _ N _ matlyst
jura _ Adv _ 
ommangáttis _ Adv _ ved ovnen _ Eadni čohkká ommangáttis.
bálkkastaddat _ V _  
mállegárri _ N _ matfat
nirvet _ V _ rynke på nesen
čalbmbealle _ N _ øyestein, yndling
roahkuhit _ V _ hekte ved hjelp av hekter; folde (om hender) _ Eadni roahkuhii gieđaid.
jearahahkes _ A _ vitebegjærlig
buotlágaš _ A _ allslags
oađđát _ V _ sovne _ 




