geardde	adv	
on	adv	
duohken	adv	
ovtta	adv	
mot	adv	
sajis	adv	
unnit	adv	
duođas	adv	
mielas	adv	
duođai	adv	
bealle	adv	
álkit	adv	
guhkit	adv	
unnimusat	adv	
fásta	adv	
ovddabealde	adv	
iešalddis	adv	
duođalaččat	adv	
seammas	adv	
duogábealde	adv	
sulli	adv	
olggobeale	adv	
ovdalis	adv	
hirbmadit	adv	
akto	adv	
loahpageahčen	adv	
nuppes	adv	
ollásit	adv	
mahkáš	adv	
jagá	adv	
ovttasráđiid	adv	
seammaládje	adv	
čálalaččat	adv	
ovttajienalaččat	adv	
ovdalgihtii	adv	
okte	adv	
gilvvu	adv	
viidáset	adv	
muhtimin	adv	
ovdalii	adv	
liige	adv	
gaskat	adv	
ainjuo	adv	
árabut	adv	
eanáš	adv	
álot	adv	
deikke	adv	
gaskamearálaččat	adv	
oppalaččat	adv	
lasi	adv	
stuorrát	adv	
lunddolaččat	adv	
birrasit	adv	
duohko	adv	
dálle	adv	
vuovdemassii	adv	
gostege	adv	
deaivása	adv	
movtta	adv	
albmaládje	adv	
ovdán	adv	
gearddi	adv	
erenomážit	adv	
dasalassin	adv	
eandalit	adv	
báikkálaččat	adv	
vára	adv	
iđđedis	adv	
dainnalágiin	adv	
albmaláhkai	adv	
viidásit	adv	
suomabealde	adv	
dakka	adv	
badjelmeare	adv	
nohkka	adv	
badjil	adv	
liikka	adv	
čielga	adv	
njálmmálaččat	adv	
vuohkkasit	adv	
dálvit	adv	
ovttatmano	adv	
roahkka	adv	
moktege	adv	
ovddežis	adv	
vuollil	adv	
earáláhkai	adv	
álggugeahčen	adv	
duššái	adv	
agibeaivái	adv	
lihkká	adv	
earáládje	adv	
jođáneappot	adv	
got	adv	
dássálaga	adv	
hávális	adv	
boaittobeale	adv	
dárkileappot	adv	
láhkái	adv	
vuostái	adv	
agibeaivvi	adv	
agibeaivve	adv	
čoahkis	adv	
numo	adv	
álkibut	adv	
earaládje	adv	
davábealde	adv	
sávvamis	adv	
ođđasis	adv	
oktanagas	adv	
maŋŋelis	adv	
jođánepmosit	adv	
minddár	adv	
fárrolagaid	adv	
dette	adv	
oarjjabealde	adv	
dađis	adv	
vulobealde	adv	
ruoŧabealde	adv	
norggabealde	adv	
báhtui	adv	
sivahit	adv	
dobbelii	adv	
persovnnalaččat	adv	
nuorttabealde	adv	
diekko	adv	
albmaláhkái	adv	
uhcit	adv	
obbanassii	adv	
guora	adv	
guhkkelii	adv	
vuollelis	adv	
nuppeládje	adv	
en	adv	
várrogasat	adv	
lulábealde	adv	
dáinnalágiin	adv	
duođi	adv	
al	adv	
vuostálaga	adv	
njuovžilit	adv	
njuolggát	adv	
árat	adv	
no	adv	
čoahkkái	adv	
mojunjálmmiid	adv	
juogaládje	adv	
iešalddes	adv	
váras	adv	
logahit	adv	
vuohon	adv	
siskkáldasat	adv	
seammaláhkái	adv	
ollenge	adv	
ohpihii	adv	
moddii	adv	
golbmii	adv	
ráfálaččat	adv	
obbalohkái	adv	
earáláhkái	adv	
duššiid	adv	
buohkanassii	adv	
obba	adv	
ihána	adv	
dobbelis	adv	
lullelis	adv	
dássálagaid	adv	
piano	adv	
oaččohit	adv	
vajot	adv	
rájis	adv	
lagabus	adv	
oktanis	adv	
máttabealde	adv	
háválassii	adv	
eanebut	adv	
www.brreg.no	adv	
nuo	adv	
hedii	adv	
veahkkálagaid	adv	
unnánaš	adv	
láigomassii	adv	
logenar	adv	
duššefal	adv	
álgogeahčen	adv	
ovttaládje	adv	
bajásguvlui	adv	
bážas	adv	
bálddalagaid	adv	
bálddalaga	adv	
áin	adv	
vácci	adv	
ovttatmanos	adv	
ovttatládje	adv	
nuppeláhkai	adv	
lobiheamit	adv	
jirpmet	adv	
guhkkelebbui	adv	
goal	adv	
gallii	adv	
aktanis	adv	
vurrolagaid	adv	
searválaga	adv	
ruoššabealde	adv	
maiddá	adv	
logenár	adv	
jallat	adv	
dohkálaččat	adv	
baljo	adv	
bahuid	adv	
aiddobáliid	adv	
áramusat	adv	
álggogeahčen	adv	
máŋggaládje	adv	
moktige	adv	
vejolaččat	adv	
siskabealde	adv	
duođasin	adv	
bieđgguid	adv	
vuollelii	adv	
ovttaláhkai	adv	
oktasaččat	adv	
nuorttabeale	adv	
aiddobeliid	adv	
spagga	adv	
seammáláhkai	adv	
ráigge	adv	
jámma	adv	
johtileappot	adv	
erenoamažit	adv	
buohtalaga	adv	
vuostálagaid	adv	
valjis	adv	
logenáre	adv	
dáppil	adv	
maŋŋelii	adv	
jahkeviissaid	adv	
guittot	adv	
giehtalaga	adv	
fuolakeahttá	adv	
badjelmearálaččat	adv	
siivvožit	adv	
ovttamielas	adv	
oarjjabeale	adv	
máttabeale	adv	
láseráigge	adv	
earaláhkai	adv	
duoppil	adv	
www.galdu.org	adv	
ovttatmanu	adv	
lahkalaga	adv	
giehtalagaid	adv	
davvelis	adv	
bajábeale	adv	
čeavládit	adv	
www.skatteetaten.no	adv	
várrugasat	adv	
minus	adv	
jogo	adv	
hoahpuhit	adv	
eallinaga	adv	
binnánaš	adv	
álbmogassii	adv	
ovttamielalaččat	adv	
ovddabeallai	adv	
nuppebealde	adv	
njálgát	adv	
máŋggaláhkai	adv	
mealgadii	adv	
live	adv	
jávkosis	adv	
gosii	adv	
badjelmeari	adv	
vuollegaččat	adv	
vearrábut	adv	
ovttaláhkái	adv	
ovddabeale	adv	
ovdabealde	adv	
ollege	adv	
muhtunládje	adv	
mieleavttus	adv	
luoddaráigge	adv	
hávil	adv	
dárbbašmeahttumit	adv	
vuolil	adv	
jienajávohaga	adv	
gánske	adv	
dássidit	adv	
boaittobealde	adv	
alias	adv	
suollemasat	adv	
searválagaid	adv	
mieldi	adv	
maŋŋeleappos	adv	
laktásit	adv	
lahkosii	adv	
garuhit	adv	
gait	adv	
fáru	adv	
eavttuhit	adv	
dokko	adv	
báifáhkka	adv	
aittoládje	adv	
álgobáliid	adv	
sahte	adv	
ovddageahčen	adv	
earenomážit	adv	
davágeahčen	adv	
an	adv	
www.samiskhs.no	adv	
veahkkálaga	adv	
siskkit	adv	
maŋemustá	adv	
kánske	adv	
jeavddalaččat	adv	
doaresbealde	adv	
bienasta	adv	
aittobáliid	adv	
árvalusas	adv	
álásin	adv	
vári	adv	
vuolábeale	adv	
vuojahit	adv	
sealgga	adv	
máddelis	adv	
mielamiel	adv	
leaikkas	adv	
iešguđetládje	adv	
guhkkelis	adv	
gazzalagaid	adv	
gale	adv	
dánu	adv	
doaresbeale	adv	
davábeale	adv	
beaiveguovdil	adv	
badjelasat	adv	
vulosoivviid	adv	
riđus	adv	
muttuid	adv	
lihkka	adv	
guhkimusat	adv	
dadjatjuo	adv	
bealleheakkas	adv	
badjálagaid	adv	
almmake	adv	
álfárut	adv	
www.snn.no	adv	
valjit	adv	
unnibut	adv	
sealgil	adv	
ráđđálagaid	adv	
ráidnasit	adv	
oktiige	adv	
logenear	adv	
fasten	adv	
birrajagi	adv	
bahás	adv	
aivvefal	adv	
álkimusat	adv	
vuoste	adv	
ovttatláhkái	adv	
oskkáldasat	adv	
lullelii	adv	
guovdil	adv	
