presideantaámmát ___ n ___ 
pedagoga ___ n ___ 
ovdu ___ n ___ 
olympiameašttir ___ n ___ 
olmmáivággelaš ___ n ___ 
olgodoaibma ___ n ___ 
oasseáigi ___ n ___ 
oahpahusdirektoráhtta ___ n ___ 
oadjoruhta ___ n ___ 
nuoraidsiida ___ n ___ 
norggameasttir ___ n ___ 
njelješjoavku ___ n ___ 
nissonsearvi ___ n ___ 
muohtateáhter ___ n ___ 
mišuneara ___ n ___ 
mettar ___ n ___ 
láddi ___ n ___ 
luoddaneapmi ___ n ___ 
listoevttohus ___ n ___ 
liiku ___ n ___ 
kulturbiras ___ n ___ 
konsekveansa ___ n ___ 
kloavdna ___ n ___ 
keyboard ___ n ___ 
islam ___ n ___ 
investora ___ n ___ 
informánta ___ n ___ 
heat ___ n ___ 
heaggavárra ___ n ___ 
guolástanpolitihkka ___ n ___ 
guollefanas ___ n ___ 
gielddasámegiella ___ n ___ 
gielddadállu ___ n ___ 
geahččalanáigi ___ n ___ 
fylkkavearrokantuvra ___ n ___ 
filbmagoahti ___ n ___ 
filbmagilli ___ n ___ 
elektruvdna ___ n ___ 
eatnogáddi ___ n ___ 
eastadandoaibma ___ n ___ 
eastadanbargu ___ n ___ 
eananvuovdinkantuvra ___ n ___ 
eanandoarggástus ___ n ___ 
ealáhusšiehtadus ___ n ___ 
eallinmokta ___ n ___ 
dáruiduhttináigi ___ n ___ 
dámpa ___ n ___ 
dállodoalli ___ n ___ 
dáiddabargu ___ n ___ 
dutkandepartementa ___ n ___ 
duodjeávnnas ___ n ___ 
duodjemárkan ___ n ___ 
duodjeealáhus ___ n ___ 
doapma ___ n ___ 
dearvvašvuođasuorgi ___ n ___ 
dearvvašvuođadirektoráhtta ___ n ___ 
báhčinčuoigan ___ n ___ 
bronša ___ n ___ 
boaittobealbáiki ___ n ___ 
bivdosearvi ___ n ___ 
bismá ___ n ___ 
bievlavuodjinlohpi ___ n ___ 
bearašolmmoš ___ n ___ 
1930-lohku ___ n ___ 
10-jahki ___ n ___ 
čađagaska ___ n ___ 
ássansadji ___ n ___ 
álásvuohta ___ n ___ 
válljenvejolašvuohta ___ n ___ 
váikkuhanfápmu ___ n ___ 
videofilbma ___ n ___ 
tv-ráidu ___ n ___ 
turistabivdu ___ n ___ 
testamenta ___ n ___ 
tempel ___ n ___ 
team ___ n ___ 
sámi-dárru ___ n ___ 
sáminuorra ___ n ___ 
sámeoahpahus ___ n ___ 
sámegákti ___ n ___ 
sámegielfálaldat ___ n ___ 
sálašjoavku ___ n ___ 
stivramiellahttu ___ n ___ 
stipeandaortnet ___ n ___ 
sosialkántuvra ___ n ___ 
soahkevuovdi ___ n ___ 
snowboard ___ n ___ 
skuohtta ___ n ___ 
silbačeahppi ___ n ___ 
siidaoasus ___ n ___ 
sarri ___ n ___ 
ráppa ___ n ___ 
riikkaoassi ___ n ___ 
riggi ___ n ___ 
ribat ___ n ___ 
poastakantuvra ___ n ___ 
ovttasvástádus ___ n ___ 
ovttaláganvuohta ___ n ___ 
ovddetbeaivi ___ n ___ 
olgoriikadepartemeanta ___ n ___ 
nisga ___ n ___ 
mánáidgárdemánná ___ n ___ 
mánáguovttos ___ n ___ 
musikála ___ n ___ 
musihkkasearvi ___ n ___ 
meašttirvuohta ___ n ___ 
mearreruhta ___ n ___ 
luonddubearráigeahčču ___ n ___ 
luhtehas ___ n ___ 
lohkanloatna ___ n ___ 
ladjohávla ___ n ___ 
kursadivat ___ n ___ 
kollega ___ n ___ 
